task_index,task_id,task_type,submitted_at,completed_at,campaign_elapsed_sec,winner,status,latency_ms,reassignments,proposals_json,refusals_json,result_pid,result_host,idempotency_replayed
912,cnp_endurance_multivm_20260918T130822Z-task-0000912,parse.synthetic,2026-09-18T13:44:01.795655+00:00,2026-09-18T13:44:01.839609+00:00,1824.032,debian-alpha,ok,44.08,0,"{""debian-alpha"": 0.982448, ""ubuntu-beta"": 0.809}",{},2875,andy,False
913,cnp_endurance_multivm_20260918T130822Z-task-0000913,route.synthetic,2026-09-18T13:44:03.796672+00:00,2026-09-18T13:44:03.846217+00:00,1826.047,ubuntu-beta,ok,49.577,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985632}",{},2874,andy-VirtualBox,False
914,cnp_endurance_multivm_20260918T130822Z-task-0000914,detect.synthetic,2026-09-18T13:44:05.801806+00:00,2026-09-18T13:44:05.850878+00:00,1828.047,ubuntu-beta,ok,49.38,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961337}",{},2874,andy-VirtualBox,False
915,cnp_endurance_multivm_20260918T130822Z-task-0000915,correlate.synthetic,2026-09-18T13:44:07.807750+00:00,2026-09-18T13:44:07.856142+00:00,1830.047,ubuntu-beta,ok,48.391,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944162}",{},2874,andy-VirtualBox,False
916,cnp_endurance_multivm_20260918T130822Z-task-0000916,parse.synthetic,2026-09-18T13:44:09.795946+00:00,2026-09-18T13:44:09.840946+00:00,1832.032,debian-alpha,ok,45.195,0,"{""debian-alpha"": 0.982451, ""ubuntu-beta"": 0.809}",{},2875,andy,False
917,cnp_endurance_multivm_20260918T130822Z-task-0000917,route.synthetic,2026-09-18T13:44:11.797431+00:00,2026-09-18T13:44:11.845944+00:00,1834.047,ubuntu-beta,ok,48.396,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985637}",{},2874,andy-VirtualBox,False
918,cnp_endurance_multivm_20260918T130822Z-task-0000918,detect.synthetic,2026-09-18T13:44:13.801773+00:00,2026-09-18T13:44:13.853595+00:00,1836.047,ubuntu-beta,ok,51.937,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.96134}",{},2874,andy-VirtualBox,False
919,cnp_endurance_multivm_20260918T130822Z-task-0000919,correlate.synthetic,2026-09-18T13:44:15.805728+00:00,2026-09-18T13:44:15.852438+00:00,1838.047,ubuntu-beta,ok,46.968,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944166}",{},2874,andy-VirtualBox,False
920,cnp_endurance_multivm_20260918T130822Z-task-0000920,parse.synthetic,2026-09-18T13:44:17.809186+00:00,2026-09-18T13:44:17.869163+00:00,1840.063,debian-alpha,ok,59.771,0,"{""debian-alpha"": 0.982485, ""ubuntu-beta"": 0.809}",{},2875,andy,False
921,cnp_endurance_multivm_20260918T130822Z-task-0000921,route.synthetic,2026-09-18T13:44:19.809194+00:00,2026-09-18T13:44:19.863665+00:00,1842.063,ubuntu-beta,ok,53.93,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985645}",{},2874,andy-VirtualBox,False
922,cnp_endurance_multivm_20260918T130822Z-task-0000922,detect.synthetic,2026-09-18T13:44:21.803608+00:00,2026-09-18T13:44:21.860411+00:00,1844.063,ubuntu-beta,ok,56.802,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961345}",{},2874,andy-VirtualBox,False
923,cnp_endurance_multivm_20260918T130822Z-task-0000923,correlate.synthetic,2026-09-18T13:44:23.801227+00:00,2026-09-18T13:44:23.858181+00:00,1846.063,ubuntu-beta,ok,56.998,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944174}",{},2874,andy-VirtualBox,False
924,cnp_endurance_multivm_20260918T130822Z-task-0000924,parse.synthetic,2026-09-18T13:44:25.802114+00:00,2026-09-18T13:44:25.856053+00:00,1848.047,debian-alpha,ok,54.246,0,"{""debian-alpha"": 0.982489, ""ubuntu-beta"": 0.809}",{},2875,andy,False
925,cnp_endurance_multivm_20260918T130822Z-task-0000925,route.synthetic,2026-09-18T13:44:27.796315+00:00,2026-09-18T13:44:27.850246+00:00,1850.047,ubuntu-beta,ok,53.812,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985664}",{},2874,andy-VirtualBox,False
926,cnp_endurance_multivm_20260918T130822Z-task-0000926,detect.synthetic,2026-09-18T13:44:29.806710+00:00,2026-09-18T13:44:29.856549+00:00,1852.047,ubuntu-beta,ok,49.914,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.96135}",{},2874,andy-VirtualBox,False
927,cnp_endurance_multivm_20260918T130822Z-task-0000927,correlate.synthetic,2026-09-18T13:44:31.796629+00:00,2026-09-18T13:44:31.846362+00:00,1854.047,ubuntu-beta,ok,49.78,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944181}",{},2874,andy-VirtualBox,False
928,cnp_endurance_multivm_20260918T130822Z-task-0000928,parse.synthetic,2026-09-18T13:44:33.801992+00:00,2026-09-18T13:44:33.868912+00:00,1856.063,debian-alpha,ok,66.998,0,"{""debian-alpha"": 0.98249, ""ubuntu-beta"": 0.809}",{},2875,andy,False
929,cnp_endurance_multivm_20260918T130822Z-task-0000929,route.synthetic,2026-09-18T13:44:35.809163+00:00,2026-09-18T13:44:35.856690+00:00,1858.047,ubuntu-beta,ok,47.686,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985668}",{},2874,andy-VirtualBox,False
930,cnp_endurance_multivm_20260918T130822Z-task-0000930,detect.synthetic,2026-09-18T13:44:37.796353+00:00,2026-09-18T13:44:37.856074+00:00,1860.047,ubuntu-beta,ok,59.573,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961355}",{},2874,andy-VirtualBox,False
931,cnp_endurance_multivm_20260918T130822Z-task-0000931,correlate.synthetic,2026-09-18T13:44:39.796564+00:00,2026-09-18T13:44:39.850989+00:00,1862.047,ubuntu-beta,ok,54.363,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944183}",{},2874,andy-VirtualBox,False
932,cnp_endurance_multivm_20260918T130822Z-task-0000932,parse.synthetic,2026-09-18T13:44:41.801385+00:00,2026-09-18T13:44:41.881939+00:00,1864.079,debian-alpha,ok,80.722,0,"{""debian-alpha"": 0.982512, ""ubuntu-beta"": 0.809}",{},2875,andy,False
933,cnp_endurance_multivm_20260918T130822Z-task-0000933,route.synthetic,2026-09-18T13:44:43.805965+00:00,2026-09-18T13:44:43.882809+00:00,1866.079,ubuntu-beta,ok,76.945,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985672}",{},2874,andy-VirtualBox,False
934,cnp_endurance_multivm_20260918T130822Z-task-0000934,detect.synthetic,2026-09-18T13:44:45.809796+00:00,2026-09-18T13:44:45.868665+00:00,1868.063,ubuntu-beta,ok,58.664,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961358}",{},2874,andy-VirtualBox,False
935,cnp_endurance_multivm_20260918T130822Z-task-0000935,correlate.synthetic,2026-09-18T13:44:47.809138+00:00,2026-09-18T13:44:47.855364+00:00,1870.047,ubuntu-beta,ok,46.29,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.94419}",{},2874,andy-VirtualBox,False
936,cnp_endurance_multivm_20260918T130822Z-task-0000936,parse.synthetic,2026-09-18T13:44:49.807835+00:00,2026-09-18T13:44:50.240015+00:00,1872.438,debian-alpha,ok,432.304,0,"{""debian-alpha"": 0.982507, ""ubuntu-beta"": 0.809}",{},2875,andy,False
937,cnp_endurance_multivm_20260918T130822Z-task-0000937,route.synthetic,2026-09-18T13:44:51.795118+00:00,2026-09-18T13:44:52.032579+00:00,1874.235,ubuntu-beta,ok,237.235,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985664}",{},2874,andy-VirtualBox,False
938,cnp_endurance_multivm_20260918T130822Z-task-0000938,detect.synthetic,2026-09-18T13:44:53.803596+00:00,2026-09-18T13:44:53.911528+00:00,1876.11,ubuntu-beta,ok,107.893,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961359}",{},2874,andy-VirtualBox,False
939,cnp_endurance_multivm_20260918T130822Z-task-0000939,correlate.synthetic,2026-09-18T13:44:55.801129+00:00,2026-09-18T13:44:55.879883+00:00,1878.079,ubuntu-beta,ok,78.994,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944193}",{},2874,andy-VirtualBox,False
940,cnp_endurance_multivm_20260918T130822Z-task-0000940,parse.synthetic,2026-09-18T13:44:57.804445+00:00,2026-09-18T13:44:57.920228+00:00,1880.125,debian-alpha,ok,115.848,0,"{""debian-alpha"": 0.982452, ""ubuntu-beta"": 0.809}",{},2875,andy,False
941,cnp_endurance_multivm_20260918T130822Z-task-0000941,route.synthetic,2026-09-18T13:44:59.798923+00:00,2026-09-18T13:45:00.235315+00:00,1882.438,ubuntu-beta,ok,437.124,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985663}",{},2874,andy-VirtualBox,False
942,cnp_endurance_multivm_20260918T130822Z-task-0000942,detect.synthetic,2026-09-18T13:45:01.804735+00:00,2026-09-18T13:45:01.903452+00:00,1884.094,ubuntu-beta,ok,98.68,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961343}",{},2874,andy-VirtualBox,False
943,cnp_endurance_multivm_20260918T130822Z-task-0000943,correlate.synthetic,2026-09-18T13:45:03.796872+00:00,2026-09-18T13:45:03.870802+00:00,1886.063,ubuntu-beta,ok,73.992,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944188}",{},2874,andy-VirtualBox,False
944,cnp_endurance_multivm_20260918T130822Z-task-0000944,parse.synthetic,2026-09-18T13:45:05.796426+00:00,2026-09-18T13:45:05.861923+00:00,1888.063,debian-alpha,ok,65.599,0,"{""debian-alpha"": 0.982432, ""ubuntu-beta"": 0.809}",{},2875,andy,False
945,cnp_endurance_multivm_20260918T130822Z-task-0000945,route.synthetic,2026-09-18T13:45:07.804793+00:00,2026-09-18T13:45:07.890798+00:00,1890.094,ubuntu-beta,ok,86.211,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985473}",{},2874,andy-VirtualBox,False
946,cnp_endurance_multivm_20260918T130822Z-task-0000946,detect.synthetic,2026-09-18T13:45:09.800549+00:00,2026-09-18T13:45:09.850715+00:00,1892.047,ubuntu-beta,ok,50.221,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961335}",{},2874,andy-VirtualBox,False
947,cnp_endurance_multivm_20260918T130822Z-task-0000947,correlate.synthetic,2026-09-18T13:45:11.807235+00:00,2026-09-18T13:45:11.857309+00:00,1894.063,ubuntu-beta,ok,50.114,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944191}",{},2874,andy-VirtualBox,False
948,cnp_endurance_multivm_20260918T130822Z-task-0000948,parse.synthetic,2026-09-18T13:45:13.798679+00:00,2026-09-18T13:45:13.858600+00:00,1896.063,debian-alpha,ok,60.202,0,"{""debian-alpha"": 0.982432, ""ubuntu-beta"": 0.809}",{},2875,andy,False
949,cnp_endurance_multivm_20260918T130822Z-task-0000949,route.synthetic,2026-09-18T13:45:15.799056+00:00,2026-09-18T13:45:15.849034+00:00,1898.047,ubuntu-beta,ok,50.069,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985467}",{},2874,andy-VirtualBox,False
950,cnp_endurance_multivm_20260918T130822Z-task-0000950,detect.synthetic,2026-09-18T13:45:17.806075+00:00,2026-09-18T13:45:17.874159+00:00,1900.079,ubuntu-beta,ok,67.955,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961344}",{},2874,andy-VirtualBox,False
951,cnp_endurance_multivm_20260918T130822Z-task-0000951,correlate.synthetic,2026-09-18T13:45:19.798567+00:00,2026-09-18T13:45:19.855408+00:00,1902.047,ubuntu-beta,ok,57.153,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944193}",{},2874,andy-VirtualBox,False
952,cnp_endurance_multivm_20260918T130822Z-task-0000952,parse.synthetic,2026-09-18T13:45:21.796263+00:00,2026-09-18T13:45:21.840990+00:00,1904.032,debian-alpha,ok,45.34,0,"{""debian-alpha"": 0.982434, ""ubuntu-beta"": 0.809}",{},2875,andy,False
953,cnp_endurance_multivm_20260918T130822Z-task-0000953,route.synthetic,2026-09-18T13:45:23.796949+00:00,2026-09-18T13:45:23.845432+00:00,1906.047,ubuntu-beta,ok,48.338,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985474}",{},2874,andy-VirtualBox,False
954,cnp_endurance_multivm_20260918T130822Z-task-0000954,detect.synthetic,2026-09-18T13:45:25.802090+00:00,2026-09-18T13:45:25.876008+00:00,1908.079,ubuntu-beta,ok,74.13,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961349}",{},2874,andy-VirtualBox,False
955,cnp_endurance_multivm_20260918T130822Z-task-0000955,correlate.synthetic,2026-09-18T13:45:27.800450+00:00,2026-09-18T13:45:27.854059+00:00,1910.047,ubuntu-beta,ok,53.832,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944208}",{},2874,andy-VirtualBox,False
956,cnp_endurance_multivm_20260918T130822Z-task-0000956,parse.synthetic,2026-09-18T13:45:29.794376+00:00,2026-09-18T13:45:29.857995+00:00,1912.063,debian-alpha,ok,63.742,0,"{""debian-alpha"": 0.98244, ""ubuntu-beta"": 0.809}",{},2875,andy,False
957,cnp_endurance_multivm_20260918T130822Z-task-0000957,route.synthetic,2026-09-18T13:45:31.799106+00:00,2026-09-18T13:45:31.855816+00:00,1914.047,ubuntu-beta,ok,56.927,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985479}",{},2874,andy-VirtualBox,False
958,cnp_endurance_multivm_20260918T130822Z-task-0000958,detect.synthetic,2026-09-18T13:45:33.795754+00:00,2026-09-18T13:45:33.846665+00:00,1916.047,ubuntu-beta,ok,51.036,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961345}",{},2874,andy-VirtualBox,False
959,cnp_endurance_multivm_20260918T130822Z-task-0000959,correlate.synthetic,2026-09-18T13:45:35.803600+00:00,2026-09-18T13:45:35.860278+00:00,1918.063,ubuntu-beta,ok,56.745,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.94421}",{},2874,andy-VirtualBox,False
960,cnp_endurance_multivm_20260918T130822Z-task-0000960,parse.synthetic,2026-09-18T13:45:37.822419+00:00,2026-09-18T13:45:40.015825+00:00,1922.219,debian-alpha,ok,2191.71,0,"{""debian-alpha"": 0.982436, ""ubuntu-beta"": 0.809}",{},2875,andy,False
961,cnp_endurance_multivm_20260918T130822Z-task-0000961,route.synthetic,2026-09-18T13:45:40.015825+00:00,2026-09-18T13:45:40.173908+00:00,1922.375,ubuntu-beta,ok,157.722,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985482}",{},2874,andy-VirtualBox,False
962,cnp_endurance_multivm_20260918T130822Z-task-0000962,detect.synthetic,2026-09-18T13:45:41.795377+00:00,2026-09-18T13:45:41.921151+00:00,1924.125,ubuntu-beta,ok,125.776,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961348}",{},2874,andy-VirtualBox,False
963,cnp_endurance_multivm_20260918T130822Z-task-0000963,correlate.synthetic,2026-09-18T13:45:43.804985+00:00,2026-09-18T13:45:43.870334+00:00,1926.063,ubuntu-beta,ok,65.655,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944215}",{},2874,andy-VirtualBox,False
964,cnp_endurance_multivm_20260918T130822Z-task-0000964,parse.synthetic,2026-09-18T13:45:45.796073+00:00,2026-09-18T13:45:45.859244+00:00,1928.063,debian-alpha,ok,62.864,0,"{""debian-alpha"": 0.982078, ""ubuntu-beta"": 0.809}",{},2875,andy,False
965,cnp_endurance_multivm_20260918T130822Z-task-0000965,route.synthetic,2026-09-18T13:45:47.799631+00:00,2026-09-18T13:45:47.852004+00:00,1930.047,ubuntu-beta,ok,52.726,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985459}",{},2874,andy-VirtualBox,False
966,cnp_endurance_multivm_20260918T130822Z-task-0000966,detect.synthetic,2026-09-18T13:45:49.807939+00:00,2026-09-18T13:45:49.871687+00:00,1932.063,ubuntu-beta,ok,63.858,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961313}",{},2874,andy-VirtualBox,False
967,cnp_endurance_multivm_20260918T130822Z-task-0000967,correlate.synthetic,2026-09-18T13:45:51.795681+00:00,2026-09-18T13:45:51.844208+00:00,1934.047,ubuntu-beta,ok,48.596,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944214}",{},2874,andy-VirtualBox,False
968,cnp_endurance_multivm_20260918T130822Z-task-0000968,parse.synthetic,2026-09-18T13:45:53.802520+00:00,2026-09-18T13:45:53.859475+00:00,1936.063,debian-alpha,ok,56.898,0,"{""debian-alpha"": 0.982077, ""ubuntu-beta"": 0.809}",{},2875,andy,False
969,cnp_endurance_multivm_20260918T130822Z-task-0000969,route.synthetic,2026-09-18T13:45:55.800291+00:00,2026-09-18T13:45:55.861165+00:00,1938.063,ubuntu-beta,ok,61.087,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985463}",{},2874,andy-VirtualBox,False
970,cnp_endurance_multivm_20260918T130822Z-task-0000970,detect.synthetic,2026-09-18T13:45:57.804978+00:00,2026-09-18T13:45:57.881648+00:00,1940.079,ubuntu-beta,ok,76.685,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961321}",{},2874,andy-VirtualBox,False
971,cnp_endurance_multivm_20260918T130822Z-task-0000971,correlate.synthetic,2026-09-18T13:45:59.806807+00:00,2026-09-18T13:45:59.855131+00:00,1942.047,ubuntu-beta,ok,48.708,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944222}",{},2874,andy-VirtualBox,False
972,cnp_endurance_multivm_20260918T130822Z-task-0000972,parse.synthetic,2026-09-18T13:46:01.800688+00:00,2026-09-18T13:46:01.849022+00:00,1944.047,debian-alpha,ok,45.389,0,"{""debian-alpha"": 0.982076, ""ubuntu-beta"": 0.809}",{},2875,andy,False
973,cnp_endurance_multivm_20260918T130822Z-task-0000973,route.synthetic,2026-09-18T13:46:03.805209+00:00,2026-09-18T13:46:03.852948+00:00,1946.047,ubuntu-beta,ok,48.286,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985466}",{},2874,andy-VirtualBox,False
974,cnp_endurance_multivm_20260918T130822Z-task-0000974,detect.synthetic,2026-09-18T13:46:05.795005+00:00,2026-09-18T13:46:05.845931+00:00,1948.047,ubuntu-beta,ok,50.931,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.96132}",{},2874,andy-VirtualBox,False
975,cnp_endurance_multivm_20260918T130822Z-task-0000975,correlate.synthetic,2026-09-18T13:46:07.802507+00:00,2026-09-18T13:46:07.853874+00:00,1950.047,ubuntu-beta,ok,51.426,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944228}",{},2874,andy-VirtualBox,False
976,cnp_endurance_multivm_20260918T130822Z-task-0000976,parse.synthetic,2026-09-18T13:46:09.794377+00:00,2026-09-18T13:46:09.845508+00:00,1952.047,debian-alpha,ok,51.302,0,"{""debian-alpha"": 0.98208, ""ubuntu-beta"": 0.809}",{},2875,andy,False
977,cnp_endurance_multivm_20260918T130822Z-task-0000977,route.synthetic,2026-09-18T13:46:11.802859+00:00,2026-09-18T13:46:11.852252+00:00,1954.047,ubuntu-beta,ok,49.825,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985473}",{},2874,andy-VirtualBox,False
978,cnp_endurance_multivm_20260918T130822Z-task-0000978,detect.synthetic,2026-09-18T13:46:13.809272+00:00,2026-09-18T13:46:13.856812+00:00,1956.063,ubuntu-beta,ok,47.855,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961328}",{},2874,andy-VirtualBox,False
979,cnp_endurance_multivm_20260918T130822Z-task-0000979,correlate.synthetic,2026-09-18T13:46:15.797012+00:00,2026-09-18T13:46:15.844874+00:00,1958.047,ubuntu-beta,ok,47.922,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944233}",{},2874,andy-VirtualBox,False
980,cnp_endurance_multivm_20260918T130822Z-task-0000980,parse.synthetic,2026-09-18T13:46:17.800893+00:00,2026-09-18T13:46:17.855921+00:00,1960.047,debian-alpha,ok,55.252,0,"{""debian-alpha"": 0.982094, ""ubuntu-beta"": 0.809}",{},2875,andy,False
981,cnp_endurance_multivm_20260918T130822Z-task-0000981,route.synthetic,2026-09-18T13:46:19.795806+00:00,2026-09-18T13:46:19.853034+00:00,1962.047,ubuntu-beta,ok,57.506,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985478}",{},2874,andy-VirtualBox,False
982,cnp_endurance_multivm_20260918T130822Z-task-0000982,detect.synthetic,2026-09-18T13:46:21.809641+00:00,2026-09-18T13:46:21.860805+00:00,1964.063,ubuntu-beta,ok,51.209,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961331}",{},2874,andy-VirtualBox,False
983,cnp_endurance_multivm_20260918T130822Z-task-0000983,correlate.synthetic,2026-09-18T13:46:23.801272+00:00,2026-09-18T13:46:23.847589+00:00,1966.047,ubuntu-beta,ok,46.687,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944239}",{},2874,andy-VirtualBox,False
984,cnp_endurance_multivm_20260918T130822Z-task-0000984,parse.synthetic,2026-09-18T13:46:25.805369+00:00,2026-09-18T13:46:25.852229+00:00,1968.047,debian-alpha,ok,46.717,0,"{""debian-alpha"": 0.982098, ""ubuntu-beta"": 0.809}",{},2875,andy,False
985,cnp_endurance_multivm_20260918T130822Z-task-0000985,route.synthetic,2026-09-18T13:46:27.808528+00:00,2026-09-18T13:46:27.876206+00:00,1970.079,ubuntu-beta,ok,67.627,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985484}",{},2874,andy-VirtualBox,False
986,cnp_endurance_multivm_20260918T130822Z-task-0000986,detect.synthetic,2026-09-18T13:46:29.799543+00:00,2026-09-18T13:46:29.851965+00:00,1972.047,ubuntu-beta,ok,51.838,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961333}",{},2874,andy-VirtualBox,False
987,cnp_endurance_multivm_20260918T130822Z-task-0000987,correlate.synthetic,2026-09-18T13:46:31.808638+00:00,2026-09-18T13:46:31.860975+00:00,1974.063,ubuntu-beta,ok,52.227,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944244}",{},2874,andy-VirtualBox,False
988,cnp_endurance_multivm_20260918T130822Z-task-0000988,parse.synthetic,2026-09-18T13:46:33.801687+00:00,2026-09-18T13:46:33.845904+00:00,1976.047,debian-alpha,ok,44.509,0,"{""debian-alpha"": 0.982101, ""ubuntu-beta"": 0.809}",{},2875,andy,False
989,cnp_endurance_multivm_20260918T130822Z-task-0000989,route.synthetic,2026-09-18T13:46:35.803697+00:00,2026-09-18T13:46:35.853089+00:00,1978.047,ubuntu-beta,ok,49.513,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985483}",{},2874,andy-VirtualBox,False
990,cnp_endurance_multivm_20260918T130822Z-task-0000990,detect.synthetic,2026-09-18T13:46:37.809173+00:00,2026-09-18T13:46:37.864472+00:00,1980.063,ubuntu-beta,ok,55.187,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961336}",{},2874,andy-VirtualBox,False
991,cnp_endurance_multivm_20260918T130822Z-task-0000991,correlate.synthetic,2026-09-18T13:46:39.805383+00:00,2026-09-18T13:46:39.854312+00:00,1982.047,ubuntu-beta,ok,48.861,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944244}",{},2874,andy-VirtualBox,False
992,cnp_endurance_multivm_20260918T130822Z-task-0000992,parse.synthetic,2026-09-18T13:46:41.794925+00:00,2026-09-18T13:46:41.848757+00:00,1984.047,debian-alpha,ok,54.104,0,"{""debian-alpha"": 0.982104, ""ubuntu-beta"": 0.809}",{},2875,andy,False
993,cnp_endurance_multivm_20260918T130822Z-task-0000993,route.synthetic,2026-09-18T13:46:43.805409+00:00,2026-09-18T13:46:43.853496+00:00,1986.047,ubuntu-beta,ok,48.418,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985486}",{},2874,andy-VirtualBox,False
994,cnp_endurance_multivm_20260918T130822Z-task-0000994,detect.synthetic,2026-09-18T13:46:45.799232+00:00,2026-09-18T13:46:45.860749+00:00,1988.063,ubuntu-beta,ok,61.312,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.96134}",{},2874,andy-VirtualBox,False
995,cnp_endurance_multivm_20260918T130822Z-task-0000995,correlate.synthetic,2026-09-18T13:46:47.804694+00:00,2026-09-18T13:46:47.852745+00:00,1990.047,ubuntu-beta,ok,48.308,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944257}",{},2874,andy-VirtualBox,False
996,cnp_endurance_multivm_20260918T130822Z-task-0000996,parse.synthetic,2026-09-18T13:46:49.809525+00:00,2026-09-18T13:46:49.856060+00:00,1992.047,debian-alpha,ok,46.518,0,"{""debian-alpha"": 0.982108, ""ubuntu-beta"": 0.809}",{},2875,andy,False
997,cnp_endurance_multivm_20260918T130822Z-task-0000997,route.synthetic,2026-09-18T13:46:51.796709+00:00,2026-09-18T13:46:51.859634+00:00,1994.063,ubuntu-beta,ok,62.482,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985489}",{},2874,andy-VirtualBox,False
998,cnp_endurance_multivm_20260918T130822Z-task-0000998,detect.synthetic,2026-09-18T13:46:53.800207+00:00,2026-09-18T13:46:53.858532+00:00,1996.063,ubuntu-beta,ok,58.013,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961341}",{},2874,andy-VirtualBox,False
999,cnp_endurance_multivm_20260918T130822Z-task-0000999,correlate.synthetic,2026-09-18T13:46:55.798491+00:00,2026-09-18T13:46:55.847510+00:00,1998.047,ubuntu-beta,ok,49.24,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944257}",{},2874,andy-VirtualBox,False
1000,cnp_endurance_multivm_20260918T130822Z-task-0001000,parse.synthetic,2026-09-18T13:46:57.805637+00:00,2026-09-18T13:46:57.857480+00:00,2000.063,debian-alpha,ok,52.108,0,"{""debian-alpha"": 0.982116, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1001,cnp_endurance_multivm_20260918T130822Z-task-0001001,route.synthetic,2026-09-18T13:46:59.798100+00:00,2026-09-18T13:46:59.850872+00:00,2002.047,ubuntu-beta,ok,52.916,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.985491}",{},2874,andy-VirtualBox,False
1002,cnp_endurance_multivm_20260918T130822Z-task-0001002,detect.synthetic,2026-09-18T13:47:01.807638+00:00,2026-09-18T13:47:01.860746+00:00,2004.063,ubuntu-beta,ok,53.526,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961342}",{},2874,andy-VirtualBox,False
1003,cnp_endurance_multivm_20260918T130822Z-task-0001003,correlate.synthetic,2026-09-18T13:47:03.801031+00:00,2026-09-18T13:47:03.855249+00:00,2006.047,ubuntu-beta,ok,54.43,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944263}",{},2874,andy-VirtualBox,False
