dataset;subtype;filepath;lineno;recno;timestamp_iso;severity;event;source;component;host;pid;tid;session;user;uid;gid;auid;euid;egid;exe;path;path_all;exec_args;exec_args_all;exec_env_all;src_ip;src_port;dst_ip;dst_port;proto;length;flags;http_method;http_url;http_status;bytes_sent;user_agent;referrer;category;subcategory;message;wazuh_rule_level;wazuh_rule_id;wazuh_decoder;wazuh_groups;wazuh_rule_description
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;496;496;;INFO;5501;pam;sshd;machine-2; ;; ; ;0; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:40:50 sohaib-virtual-machine sshd[8079]: pam_unix(sshd:session): session opened for user sohaib(uid=1000) by (uid=0);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;497;497;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:40:51 sohaib-virtual-machine sudo:   sohaib : TTY=pts/8 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""sCDJV9Gv""; perl -pe \'s/[^ -~]/\\n/g\' < /opt/eset/esets/sbin/esets_scan | grep \'ESET Command-line scanner, version %s\' -A2 | tail -1; printf ""command_done_%s"" ""j2kyZ8u4""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;498;498;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:40:51 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;499;499;;INFO;5502;pam;sshd;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:40:51 sohaib-virtual-machine sshd[8079]: pam_unix(sshd:session): session closed for user sohaib;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;500;500;;INFO;5501;pam;sshd;machine-2; ;; ; ;0; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:40:51 sohaib-virtual-machine sshd[8143]: pam_unix(sshd:session): session opened for user sohaib(uid=1000) by (uid=0);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;501;501;;INFO;5501;pam;sshd;machine-2; ;; ; ;0; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:40:51 sohaib-virtual-machine sshd[8147]: pam_unix(sshd:session): session opened for user sohaib(uid=1000) by (uid=0);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;502;502;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:42:49 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;503;503;;INFO;5502;pam;sshd;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:42:49 sohaib-virtual-machine sshd[9138]: pam_unix(sshd:session): session closed for user sohaib;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;504;504;;INFO;5715;sshd;sshd;machine-2; ;; ; ; ; ; ;;; ; ;; ;;;192.168.204.1;65120;;; ;;;; ;;;;;authentication;sshd;Oct 18 23:42:50 sohaib-virtual-machine sshd[9388]: Accepted password for sohaib from 192.168.204.1 port 65120 ssh2;3;5715;sshd;"[""syslog"",""sshd"",""authentication_success""]";sshd: authentication success.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;505;505;;INFO;5501;pam;sshd;machine-2; ;; ; ;0; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:42:50 sohaib-virtual-machine sshd[9390]: pam_unix(sshd:session): session opened for user sohaib(uid=1000) by (uid=0);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;506;506;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:42:51 sohaib-virtual-machine sudo:   sohaib : TTY=pts/2 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""3XRt2D44""; timeout -s9 900s find \'/srv/\' \'/apps/\' \'/opt/\' \'/var/\' \'/var/lib/\' \'/usr/\' \'/usr/local/\' \'/usr/share/\' -follow \\( ! \\( -fstype nfs -prune -o -fstype nfs4 -prune -o -fstype cifs -prune -o -fstype smbfs -prune -o -fstype afs -prune -o -fstype sysfs -prune -o -fstype proc -prune -o -fstype panfs -prune \\) ! \\( -path \'/bin\' -prune -o -path \'/boot\' -prune -o -path \'/dev\' -prune -o -path \'/etc\' -prune -o -path \'/lib\' -prune -o -path \'/media\' -prune -o -path \'/mnt\' -prune -o -path \'/proc\' -prune -o -path \'/run\' -prune -o -path \'/sbin\' -prune -o -path \'/sys\' -prune -o -path \'/tmp\' -prune \\) -a \\( -path \'*/bin/sysmon\' \\) \\) 2>/dev/null; RET=$?; echo; echo ""$RET""; printf ""command_done_%s"" ""unNKNRpg""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;507;507;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:42:51 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;508;508;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:40:54 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;509;509;;INFO;5501;pam;sshd;machine-2; ;; ; ;0; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:40:55 sohaib-virtual-machine sshd[8368]: pam_unix(sshd:session): session opened for user sohaib(uid=1000) by (uid=0);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;510;510;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:40:55 sohaib-virtual-machine sudo:   sohaib : TTY=pts/3 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""Xz9o3qzt""; dhcpd --version 2>&1; printf ""command_done_%s"" ""5OswHsHs""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;511;511;;INFO;5502;pam;sshd;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:40:55 sohaib-virtual-machine sshd[8336]: pam_unix(sshd:session): session closed for user sohaib;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;512;512;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:40:56 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;513;513;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:40:56 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;514;514;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:40:56 sohaib-virtual-machine sudo:   sohaib : TTY=pts/6 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""VbZNEKq0""; type timeout 2>&1; printf ""command_done_%s"" ""8DsAwkBc""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;515;515;;INFO;5715;sshd;sshd;machine-2; ;; ; ; ; ; ;;; ; ;; ;;;192.168.204.1;65021;;; ;;;; ;;;;;authentication;sshd;Oct 18 23:40:56 sohaib-virtual-machine sshd[8483]: Accepted password for sohaib from 192.168.204.1 port 65021 ssh2;3;5715;sshd;"[""syslog"",""sshd"",""authentication_success""]";sshd: authentication success.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;516;516;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:40:56 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;517;517;;INFO;5502;pam;sshd;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:40:56 sohaib-virtual-machine sshd[8355]: pam_unix(sshd:session): session closed for user sohaib;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;518;518;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:41:03 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;519;519;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:41:03 sohaib-virtual-machine sudo:   sohaib : TTY=pts/4 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""QHGoTfi5""; which -a zoom 2>/dev/null; printf ""command_done_%s"" ""IWqeKVQu""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;520;520;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:41:04 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;521;521;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:41:05 sohaib-virtual-machine sudo:   sohaib : TTY=pts/4 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""_hOw7jXY""; timeout -s9 1200s find \'/\' -maxdepth 99 -follow \\( ! \\( -fstype nfs -prune -o -fstype nfs4 -prune -o -fstype cifs -prune -o -fstype smbfs -prune -o -fstype afs -prune -o -fstype sysfs -prune -o -fstype proc -prune -o -fstype panfs -prune \\) -a \\( -path \'*/libwebp.so[0-9.]*\' \\) \\) 2>/dev/null; RET=$?; echo; echo ""$RET""; printf ""command_done_%s"" ""j8A62ufr""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;522;522;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:41:05 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;523;523;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:43:23 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;524;524;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:43:24 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;525;525;;INFO;5501;pam;sshd;machine-2; ;; ; ;0; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:43:24 sohaib-virtual-machine sshd[9830]: pam_unix(sshd:session): session opened for user sohaib(uid=1000) by (uid=0);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;526;526;;INFO;5715;sshd;sshd;machine-2; ;; ; ; ; ; ;;; ; ;; ;;;192.168.204.1;65142;;; ;;;; ;;;;;authentication;sshd;Oct 18 23:43:25 sohaib-virtual-machine sshd[9848]: Accepted password for sohaib from 192.168.204.1 port 65142 ssh2;3;5715;sshd;"[""syslog"",""sshd"",""authentication_success""]";sshd: authentication success.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;527;527;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:43:26 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;528;528;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:43:26 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;529;529;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:43:27 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;530;530;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:43:28 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;531;531;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:41:29 sohaib-virtual-machine sudo:   sohaib : TTY=pts/8 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""cnNwUwaZ""; cat \'/opt/vmware/vcf/version.txt\' 2>/dev/null; printf ""command_done_%s"" ""Ywu9MwGE""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;532;532;;INFO;5502;pam;sshd;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:41:29 sohaib-virtual-machine sshd[9256]: pam_unix(sshd:session): session closed for user sohaib;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;533;533;;INFO;5502;pam;sshd;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:41:31 sohaib-virtual-machine sshd[9304]: pam_unix(sshd:session): session closed for user sohaib;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;534;534;;INFO;5501;pam;sshd;machine-2; ;; ; ;0; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:41:31 sohaib-virtual-machine sshd[9314]: pam_unix(sshd:session): session opened for user sohaib(uid=1000) by (uid=0);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;535;535;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:41:32 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;536;536;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:45:42 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;537;537;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:45:42 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;538;538;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:45:43 sohaib-virtual-machine sudo:   sohaib : TTY=pts/4 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""_3lQYwub""; [ -x \'/snap/gnome-42-2204/current/usr/lib/x86_64-linux-gnu/installed-tests/json-glib-1.0/node\' ] && echo ""executable""; printf ""command_done_%s"" ""eOP8242y""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;539;539;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:45:43 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;540;540;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:45:44 sohaib-virtual-machine sudo:   sohaib : TTY=pts/7 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""iN9ncKKQ""; cat -v \'/snap/gnome-42-2204/current/usr/lib/x86_64-linux-gnu/installed-tests/json-glib-1.0/node\' | grep -oe ""node\\(\\.js\\)\\?/v[0-9.]\\+"" -e ""\\^@v[0-9]\\+\\.[0-9.]\\+""; printf ""command_done_%s"" ""uQygAsbV""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;541;541;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:45:44 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;542;542;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:45:45 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;543;543;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:45:45 sohaib-virtual-machine sudo:   sohaib : TTY=pts/7 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""m1_Bkm2j""; [ -x \'/snap/gnome-42-2204/141/usr/lib/x86_64-linux-gnu/installed-tests/json-glib-1.0/node\' ] && echo ""executable""; printf ""command_done_%s"" ""hFDkUVU2""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;544;544;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:45:46 sohaib-virtual-machine sudo:   sohaib : TTY=pts/2 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""lOg2nIKr""; cat -v \'/snap/gnome-42-2204/141/usr/lib/x86_64-linux-gnu/installed-tests/json-glib-1.0/node\' | grep -oe ""node\\(\\.js\\)\\?/v[0-9.]\\+"" -e ""\\^@v[0-9]\\+\\.[0-9.]\\+""; printf ""command_done_%s"" ""mE9CPMYG""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;545;545;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:45:47 sohaib-virtual-machine sudo:   sohaib : TTY=pts/8 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""3XKdM2Qz""; [ -d \'/snap/gnome-42-2204/120/usr/lib/x86_64-linux-gnu/installed-tests/json-glib-1.0/node\' ] && echo ""is_directory""; printf ""command_done_%s"" ""9ATBzg8K""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;546;546;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:45:47 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;547;547;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:45:47 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;548;548;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:45:33 sohaib-virtual-machine sudo:   sohaib : TTY=pts/5 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""S5lI9KE5""; cat /etc/oraInst.loc; printf ""command_done_%s"" ""JXTfgNgB""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;549;549;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:45:34 sohaib-virtual-machine sudo:   sohaib : TTY=pts/5 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""ECc12tHm""; cat /etc/oratab; printf ""command_done_%s"" ""_wnZAAJQ""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
